order_id,order_date,order_time,city,pizza_name,category,size,quantity,price,delivery_time,payment_mode,customer_rating,total_amount
2580,4/17/2024,11:00:00,Hyderabad,Farmhouse,Non-Veg,M,1,301,41,Wallet,4,301
2581,4/17/2024,12:00:00,Pune,Pepper Barbecue,Veg,M,3,409,58,UPI,2,1227
2582,4/17/2024,13:00:00,Hyderabad,Chicken Dominator,Veg,M,2,426,26,Card,2,852
2583,4/17/2024,14:00:00,Hyderabad,Peppy Paneer,Non-Veg,L,4,480,49,UPI,2,1920
2584,4/17/2024,15:00:00,Hyderabad,Peppy Paneer,Veg,M,3,221,29,Card,5,663
2585,4/17/2024,16:00:00,Pune,Margherita,Non-Veg,S,3,447,34,UPI,4,1341
2586,4/17/2024,17:00:00,Chennai,Veg Extravaganza,Veg,L,3,358,25,UPI,4,1074
2587,4/17/2024,18:00:00,Hyderabad,Margherita,Veg,L,2,578,43,Cash,3,1156
2588,4/17/2024,19:00:00,Delhi,Farmhouse,Veg,M,1,428,21,UPI,1,428
2589,4/17/2024,20:00:00,Pune,Farmhouse,Veg,S,3,542,59,UPI,2,1626
2590,4/17/2024,21:00:00,Hyderabad,Peppy Paneer,Non-Veg,L,1,599,34,UPI,1,599
2591,4/17/2024,22:00:00,Chennai,Veg Extravaganza,Veg,L,1,386,40,UPI,1,386
2592,4/17/2024,23:00:00,Pune,Chicken Dominator,Veg,S,3,342,37,UPI,2,1026
2593,4/18/2024,0:00:00,Bangalore,Veg Extravaganza,Veg,S,1,537,24,UPI,2,537
2594,4/18/2024,1:00:00,Chennai,Farmhouse,Veg,M,2,557,44,Card,3,1114
2595,4/18/2024,2:00:00,Delhi,Chicken Dominator,Veg,M,2,596,55,Cash,5,1192
2596,4/18/2024,3:00:00,Hyderabad,Veg Extravaganza,Veg,S,4,223,29,Card,2,892
2597,4/18/2024,4:00:00,Bangalore,Veg Extravaganza,Veg,M,1,340,42,Card,1,340
2598,4/18/2024,5:00:00,Bangalore,Chicken Dominator,Non-Veg,M,1,439,43,UPI,3,439
2599,4/18/2024,6:00:00,Pune,Farmhouse,Veg,L,4,491,29,Cash,4,1964
2600,4/18/2024,7:00:00,Bangalore,Veg Extravaganza,Non-Veg,M,2,504,25,UPI,3,1008
2601,4/18/2024,8:00:00,Delhi,Chicken Dominator,Non-Veg,M,4,281,32,Wallet,2,1124
2602,4/18/2024,9:00:00,Delhi,Pepper Barbecue,Veg,L,4,247,40,UPI,2,988
2603,4/18/2024,10:00:00,Mumbai,Pepper Barbecue,Non-Veg,S,4,552,51,Wallet,5,2208
2604,4/18/2024,11:00:00,Delhi,Farmhouse,Non-Veg,S,1,557,34,Card,3,557
2605,4/18/2024,12:00:00,Chennai,Chicken Dominator,Veg,L,1,370,21,UPI,2,370
2606,4/18/2024,13:00:00,Bangalore,Pepper Barbecue,Non-Veg,S,1,461,34,Wallet,1,461
2607,4/18/2024,14:00:00,Delhi,Chicken Dominator,Veg,L,1,267,36,UPI,1,267
2608,4/18/2024,15:00:00,Pune,Veg Extravaganza,Veg,S,3,213,39,Card,3,639
2609,4/18/2024,16:00:00,Mumbai,Farmhouse,Non-Veg,S,4,229,25,Cash,5,916
2610,4/18/2024,17:00:00,Bangalore,Pepper Barbecue,Veg,L,4,309,34,UPI,3,1236
2611,4/18/2024,18:00:00,Mumbai,Veg Extravaganza,Veg,M,1,411,36,UPI,5,411
2612,4/18/2024,19:00:00,Bangalore,Margherita,Veg,L,2,463,45,Card,1,926
2613,4/18/2024,20:00:00,Pune,Margherita,Non-Veg,S,3,521,41,Card,2,1563
2614,4/18/2024,21:00:00,Mumbai,Farmhouse,Non-Veg,S,3,587,28,Cash,4,1761
2615,4/18/2024,22:00:00,Hyderabad,Pepper Barbecue,Veg,L,2,401,31,Cash,2,802
2616,4/18/2024,23:00:00,Chennai,Pepper Barbecue,Non-Veg,M,1,283,41,UPI,1,283
2617,4/19/2024,0:00:00,Chennai,Pepper Barbecue,Veg,M,3,575,42,Cash,1,1725
2618,4/19/2024,1:00:00,Bangalore,Chicken Dominator,Veg,S,3,252,56,Wallet,2,756
2619,4/19/2024,2:00:00,Hyderabad,Veg Extravaganza,Non-Veg,M,4,554,33,UPI,2,2216
2620,4/19/2024,3:00:00,Mumbai,Pepper Barbecue,Non-Veg,L,4,455,43,UPI,1,1820
2621,4/19/2024,4:00:00,Hyderabad,Veg Extravaganza,Veg,L,1,273,27,UPI,2,273
2622,4/19/2024,5:00:00,Hyderabad,Farmhouse,Veg,M,1,419,45,Cash,4,419
2623,4/19/2024,6:00:00,Mumbai,Pepper Barbecue,Non-Veg,M,4,342,51,UPI,4,1368
2624,4/19/2024,7:00:00,Pune,Farmhouse,Non-Veg,M,4,299,47,Cash,3,1196
2625,4/19/2024,8:00:00,Hyderabad,Pepper Barbecue,Non-Veg,M,4,328,51,Wallet,4,1312
2626,4/19/2024,9:00:00,Hyderabad,Margherita,Veg,L,2,418,41,UPI,1,836
2627,4/19/2024,10:00:00,Pune,Peppy Paneer,Non-Veg,S,3,470,28,Card,1,1410
2628,4/19/2024,11:00:00,Hyderabad,Farmhouse,Non-Veg,S,1,221,22,UPI,3,221
2629,4/19/2024,12:00:00,Hyderabad,Pepper Barbecue,Veg,L,1,377,44,UPI,5,377
2630,4/19/2024,13:00:00,Hyderabad,Peppy Paneer,Non-Veg,S,2,247,58,Card,3,494
2631,4/19/2024,14:00:00,Chennai,Farmhouse,Non-Veg,S,4,316,31,Card,5,1264
2632,4/19/2024,15:00:00,Delhi,Chicken Dominator,Non-Veg,M,3,528,48,Card,5,1584
2633,4/19/2024,16:00:00,Pune,Pepper Barbecue,Non-Veg,L,4,575,22,Wallet,2,2300
2634,4/19/2024,17:00:00,Hyderabad,Chicken Dominator,Non-Veg,M,1,378,42,UPI,4,378
2635,4/19/2024,18:00:00,Chennai,Margherita,Non-Veg,M,2,472,42,Card,5,944
2636,4/19/2024,19:00:00,Pune,Pepper Barbecue,Veg,L,3,561,37,Cash,2,1683
2637,4/19/2024,20:00:00,Bangalore,Margherita,Non-Veg,L,3,538,30,UPI,3,1614
2638,4/19/2024,21:00:00,Bangalore,Peppy Paneer,Non-Veg,L,3,559,55,Card,3,1677
2639,4/19/2024,22:00:00,Hyderabad,Farmhouse,Non-Veg,S,3,546,45,Card,5,1638
2640,4/19/2024,23:00:00,Chennai,Veg Extravaganza,Veg,S,2,378,27,Cash,2,756
2641,4/20/2024,0:00:00,Chennai,Margherita,Veg,M,1,248,47,UPI,1,248
2642,4/20/2024,1:00:00,Pune,Veg Extravaganza,Veg,S,3,514,37,Card,4,1542
2643,4/20/2024,2:00:00,Pune,Veg Extravaganza,Non-Veg,S,3,593,32,Wallet,5,1779
2644,4/20/2024,3:00:00,Chennai,Farmhouse,Non-Veg,S,1,454,55,UPI,1,454
2645,4/20/2024,4:00:00,Pune,Peppy Paneer,Veg,M,4,229,59,UPI,4,916
2646,4/20/2024,5:00:00,Chennai,Farmhouse,Veg,M,3,284,31,Card,1,852
2647,4/20/2024,6:00:00,Delhi,Pepper Barbecue,Veg,L,3,476,41,UPI,2,1428
2648,4/20/2024,7:00:00,Chennai,Margherita,Veg,S,4,233,21,Card,5,932
2649,4/20/2024,8:00:00,Bangalore,Veg Extravaganza,Non-Veg,M,1,528,59,UPI,1,528
2650,4/20/2024,9:00:00,Pune,Farmhouse,Veg,S,1,297,47,Cash,1,297
2651,4/20/2024,10:00:00,Chennai,Farmhouse,Veg,M,3,275,32,Cash,1,825
2652,4/20/2024,11:00:00,Chennai,Farmhouse,Veg,M,1,374,52,UPI,5,374
2653,4/20/2024,12:00:00,Pune,Margherita,Veg,M,4,540,22,UPI,2,2160
2654,4/20/2024,13:00:00,Delhi,Peppy Paneer,Non-Veg,L,2,448,53,Cash,2,896
2655,4/20/2024,14:00:00,Delhi,Farmhouse,Veg,L,4,539,42,UPI,1,2156
2656,4/20/2024,15:00:00,Pune,Margherita,Non-Veg,M,4,333,51,Card,2,1332
2657,4/20/2024,16:00:00,Mumbai,Veg Extravaganza,Veg,L,2,377,39,UPI,4,754
2658,4/20/2024,17:00:00,Pune,Pepper Barbecue,Veg,M,4,564,47,UPI,2,2256
2659,4/20/2024,18:00:00,Pune,Chicken Dominator,Veg,L,3,427,27,UPI,1,1281
2660,4/20/2024,19:00:00,Delhi,Margherita,Non-Veg,M,3,262,22,UPI,4,786
2661,4/20/2024,20:00:00,Delhi,Chicken Dominator,Veg,M,1,467,49,UPI,5,467
2662,4/20/2024,21:00:00,Pune,Farmhouse,Non-Veg,L,1,457,44,Card,3,457
2663,4/20/2024,22:00:00,Pune,Farmhouse,Non-Veg,S,4,343,49,Card,2,1372
2664,4/20/2024,23:00:00,Pune,Margherita,Veg,M,3,584,48,Card,4,1752
2665,4/21/2024,0:00:00,Delhi,Chicken Dominator,Non-Veg,L,3,587,49,Card,3,1761
2666,4/21/2024,1:00:00,Pune,Farmhouse,Non-Veg,L,2,502,53,UPI,5,1004
2667,4/21/2024,2:00:00,Pune,Veg Extravaganza,Veg,S,1,251,44,UPI,3,251
2668,4/21/2024,3:00:00,Hyderabad,Peppy Paneer,Veg,M,3,502,36,UPI,5,1506
2669,4/21/2024,4:00:00,Mumbai,Peppy Paneer,Non-Veg,L,4,298,43,Card,1,1192
2670,4/21/2024,5:00:00,Bangalore,Farmhouse,Veg,L,3,505,57,Card,1,1515
2671,4/21/2024,6:00:00,Mumbai,Chicken Dominator,Non-Veg,M,1,244,47,Card,5,244
2672,4/21/2024,7:00:00,Hyderabad,Pepper Barbecue,Veg,L,4,241,52,Card,3,964
2673,4/21/2024,8:00:00,Bangalore,Farmhouse,Veg,L,1,526,55,UPI,2,526
2674,4/21/2024,9:00:00,Pune,Pepper Barbecue,Non-Veg,S,3,256,26,Cash,3,768
2675,4/21/2024,10:00:00,Hyderabad,Pepper Barbecue,Non-Veg,L,3,232,42,Cash,3,696
2676,4/21/2024,11:00:00,Pune,Chicken Dominator,Veg,M,3,313,45,UPI,2,939
2677,4/21/2024,12:00:00,Delhi,Pepper Barbecue,Non-Veg,M,1,499,33,Card,3,499
2678,4/21/2024,13:00:00,Chennai,Veg Extravaganza,Veg,M,4,313,47,Card,3,1252
2679,4/21/2024,14:00:00,Hyderabad,Chicken Dominator,Veg,M,3,255,43,Card,4,765
2680,4/21/2024,15:00:00,Delhi,Farmhouse,Non-Veg,L,3,243,26,Wallet,5,729
2681,4/21/2024,16:00:00,Hyderabad,Veg Extravaganza,Veg,M,3,411,55,Card,1,1233
2682,4/21/2024,17:00:00,Hyderabad,Margherita,Veg,L,2,551,58,Card,5,1102
2683,4/21/2024,18:00:00,Delhi,Peppy Paneer,Veg,L,2,528,34,Card,3,1056
2684,4/21/2024,19:00:00,Bangalore,Farmhouse,Non-Veg,L,4,233,22,UPI,2,932
2685,4/21/2024,20:00:00,Mumbai,Farmhouse,Veg,M,1,469,21,UPI,2,469
2686,4/21/2024,21:00:00,Pune,Farmhouse,Veg,S,3,395,26,UPI,1,1185
2687,4/21/2024,22:00:00,Hyderabad,Veg Extravaganza,Non-Veg,M,3,324,35,UPI,1,972
2688,4/21/2024,23:00:00,Pune,Margherita,Veg,L,1,278,40,Wallet,1,278
2689,4/22/2024,0:00:00,Chennai,Chicken Dominator,Non-Veg,S,1,454,28,UPI,2,454
2690,4/22/2024,1:00:00,Delhi,Margherita,Non-Veg,L,4,344,31,Cash,3,1376
2691,4/22/2024,2:00:00,Pune,Veg Extravaganza,Veg,L,1,282,48,Cash,1,282
2692,4/22/2024,3:00:00,Delhi,Farmhouse,Veg,L,3,429,43,Cash,1,1287
2693,4/22/2024,4:00:00,Pune,Peppy Paneer,Veg,M,4,336,52,UPI,2,1344
2694,4/22/2024,5:00:00,Mumbai,Farmhouse,Non-Veg,M,2,226,33,UPI,3,452
2695,4/22/2024,6:00:00,Mumbai,Chicken Dominator,Non-Veg,L,4,376,37,UPI,1,1504
2696,4/22/2024,7:00:00,Mumbai,Pepper Barbecue,Veg,M,4,406,24,Wallet,3,1624
2697,4/22/2024,8:00:00,Mumbai,Peppy Paneer,Veg,L,4,505,34,Cash,4,2020
2698,4/22/2024,9:00:00,Mumbai,Farmhouse,Veg,M,1,510,26,UPI,1,510
2699,4/22/2024,10:00:00,Mumbai,Peppy Paneer,Veg,L,3,587,44,UPI,1,1761
2700,4/22/2024,11:00:00,Delhi,Pepper Barbecue,Veg,L,1,412,33,Card,2,412
2701,4/22/2024,12:00:00,Hyderabad,Margherita,Non-Veg,S,3,553,59,UPI,4,1659
2702,4/22/2024,13:00:00,Pune,Veg Extravaganza,Veg,S,1,236,55,Cash,4,236
2703,4/22/2024,14:00:00,Mumbai,Farmhouse,Non-Veg,L,4,587,54,Cash,4,2348
2704,4/22/2024,15:00:00,Delhi,Chicken Dominator,Veg,S,3,492,43,Card,5,1476
2705,4/22/2024,16:00:00,Delhi,Margherita,Veg,M,1,378,34,Card,2,378
2706,4/22/2024,17:00:00,Delhi,Farmhouse,Veg,M,4,359,30,Card,2,1436
2707,4/22/2024,18:00:00,Hyderabad,Margherita,Non-Veg,S,2,567,43,UPI,1,1134
2708,4/22/2024,19:00:00,Pune,Chicken Dominator,Veg,S,1,211,30,Cash,2,211
2709,4/22/2024,20:00:00,Hyderabad,Farmhouse,Veg,L,1,368,36,Cash,1,368
2710,4/22/2024,21:00:00,Bangalore,Pepper Barbecue,Veg,M,2,511,25,UPI,1,1022
2711,4/22/2024,22:00:00,Delhi,Pepper Barbecue,Non-Veg,M,1,279,40,UPI,5,279
2712,4/22/2024,23:00:00,Bangalore,Chicken Dominator,Veg,L,2,213,27,UPI,2,426
2713,4/23/2024,0:00:00,Chennai,Peppy Paneer,Veg,S,3,253,34,Cash,2,759
2714,4/23/2024,1:00:00,Mumbai,Chicken Dominator,Non-Veg,S,2,453,51,UPI,5,906
2715,4/23/2024,2:00:00,Mumbai,Peppy Paneer,Non-Veg,L,4,264,29,Card,5,1056
2716,4/23/2024,3:00:00,Hyderabad,Farmhouse,Veg,L,2,571,47,UPI,2,1142
2717,4/23/2024,4:00:00,Pune,Peppy Paneer,Non-Veg,M,3,257,34,Cash,2,771
2718,4/23/2024,5:00:00,Bangalore,Farmhouse,Veg,L,2,295,31,Card,1,590
2719,4/23/2024,6:00:00,Pune,Farmhouse,Non-Veg,L,2,220,37,UPI,3,440
2720,4/23/2024,7:00:00,Hyderabad,Veg Extravaganza,Non-Veg,S,3,459,56,UPI,1,1377
2721,4/23/2024,8:00:00,Mumbai,Farmhouse,Veg,S,1,272,43,UPI,4,272
2722,4/23/2024,9:00:00,Pune,Peppy Paneer,Non-Veg,L,1,447,56,Cash,4,447
2723,4/23/2024,10:00:00,Pune,Veg Extravaganza,Veg,M,4,326,48,Card,3,1304
2724,4/23/2024,11:00:00,Mumbai,Veg Extravaganza,Veg,S,4,245,29,UPI,5,980
2725,4/23/2024,12:00:00,Bangalore,Farmhouse,Non-Veg,L,2,467,33,Card,4,934
2726,4/23/2024,13:00:00,Mumbai,Chicken Dominator,Non-Veg,M,1,327,35,UPI,5,327
2727,4/23/2024,14:00:00,Pune,Chicken Dominator,Veg,M,1,229,56,Cash,5,229
2728,4/23/2024,15:00:00,Bangalore,Pepper Barbecue,Veg,S,2,293,30,UPI,1,586
2729,4/23/2024,16:00:00,Bangalore,Veg Extravaganza,Veg,M,3,423,45,Cash,5,1269
2730,4/23/2024,17:00:00,Mumbai,Farmhouse,Non-Veg,M,1,515,59,Card,3,515
2731,4/23/2024,18:00:00,Pune,Chicken Dominator,Non-Veg,S,4,299,38,Card,1,1196
2732,4/23/2024,19:00:00,Hyderabad,Farmhouse,Non-Veg,M,2,270,37,UPI,3,540
2733,4/23/2024,20:00:00,Pune,Farmhouse,Veg,M,3,280,49,UPI,5,840
2734,4/23/2024,21:00:00,Delhi,Veg Extravaganza,Non-Veg,L,4,597,51,Card,4,2388
2735,4/23/2024,22:00:00,Chennai,Pepper Barbecue,Non-Veg,L,1,566,42,Card,5,566
2736,4/23/2024,23:00:00,Hyderabad,Veg Extravaganza,Non-Veg,S,3,499,31,UPI,3,1497
2737,4/24/2024,0:00:00,Bangalore,Margherita,Veg,L,4,307,32,Cash,2,1228
2738,4/24/2024,1:00:00,Hyderabad,Chicken Dominator,Veg,L,2,301,40,UPI,2,602
2739,4/24/2024,2:00:00,Bangalore,Chicken Dominator,Veg,L,3,290,40,UPI,4,870
2740,4/24/2024,3:00:00,Bangalore,Chicken Dominator,Non-Veg,M,3,564,48,Cash,3,1692
2741,4/24/2024,4:00:00,Hyderabad,Peppy Paneer,Veg,S,2,215,48,Wallet,4,430
2742,4/24/2024,5:00:00,Bangalore,Farmhouse,Non-Veg,L,1,309,46,UPI,1,309
2743,4/24/2024,6:00:00,Bangalore,Veg Extravaganza,Veg,S,1,462,48,Cash,5,462
2744,4/24/2024,7:00:00,Delhi,Chicken Dominator,Non-Veg,S,3,359,34,Card,1,1077
2745,4/24/2024,8:00:00,Pune,Margherita,Veg,M,3,452,31,Wallet,2,1356
2746,4/24/2024,9:00:00,Pune,Chicken Dominator,Veg,L,3,288,38,UPI,5,864
2747,4/24/2024,10:00:00,Chennai,Pepper Barbecue,Veg,S,4,294,31,Wallet,1,1176
2748,4/24/2024,11:00:00,Chennai,Farmhouse,Veg,M,3,471,42,UPI,2,1413
2749,4/24/2024,12:00:00,Delhi,Farmhouse,Veg,M,1,446,24,UPI,1,446
2750,4/24/2024,13:00:00,Chennai,Veg Extravaganza,Non-Veg,L,2,560,45,UPI,5,1120
2751,4/24/2024,14:00:00,Hyderabad,Peppy Paneer,Veg,M,2,577,29,UPI,1,1154
2752,4/24/2024,15:00:00,Mumbai,Veg Extravaganza,Veg,S,2,405,41,Card,5,810
2753,4/24/2024,16:00:00,Mumbai,Chicken Dominator,Veg,S,3,544,58,Card,1,1632
2754,4/24/2024,17:00:00,Mumbai,Pepper Barbecue,Veg,M,3,517,42,UPI,4,1551
2755,4/24/2024,18:00:00,Delhi,Margherita,Veg,S,2,485,30,UPI,1,970
2756,4/24/2024,19:00:00,Delhi,Veg Extravaganza,Veg,S,4,447,47,UPI,1,1788
2757,4/24/2024,20:00:00,Bangalore,Peppy Paneer,Veg,M,4,595,50,UPI,4,2380
2758,4/24/2024,21:00:00,Mumbai,Veg Extravaganza,Veg,M,4,266,27,UPI,2,1064
2759,4/24/2024,22:00:00,Hyderabad,Farmhouse,Non-Veg,L,4,245,58,UPI,5,980
2760,4/24/2024,23:00:00,Chennai,Chicken Dominator,Veg,S,1,242,47,UPI,3,242
2761,4/25/2024,0:00:00,Hyderabad,Chicken Dominator,Veg,M,2,428,35,Card,2,856
2762,4/25/2024,1:00:00,Chennai,Chicken Dominator,Veg,M,1,500,50,Cash,5,500
2763,4/25/2024,2:00:00,Mumbai,Chicken Dominator,Non-Veg,S,3,433,35,UPI,1,1299
2764,4/25/2024,3:00:00,Mumbai,Chicken Dominator,Non-Veg,M,4,398,24,UPI,2,1592
2765,4/25/2024,4:00:00,Mumbai,Chicken Dominator,Non-Veg,S,4,535,54,Card,1,2140
2766,4/25/2024,5:00:00,Delhi,Margherita,Veg,L,2,231,44,UPI,2,462
2767,4/25/2024,6:00:00,Chennai,Peppy Paneer,Non-Veg,M,4,463,32,Card,2,1852
2768,4/25/2024,7:00:00,Delhi,Chicken Dominator,Veg,M,2,312,48,Wallet,3,624
2769,4/25/2024,8:00:00,Delhi,Peppy Paneer,Veg,S,3,517,46,Cash,4,1551
2770,4/25/2024,9:00:00,Pune,Pepper Barbecue,Non-Veg,S,4,475,59,Card,2,1900
2771,4/25/2024,10:00:00,Hyderabad,Chicken Dominator,Veg,M,4,345,36,UPI,1,1380
2772,4/25/2024,11:00:00,Hyderabad,Veg Extravaganza,Non-Veg,M,1,556,56,UPI,3,556
2773,4/25/2024,12:00:00,Bangalore,Chicken Dominator,Veg,S,2,205,57,Card,2,410
2774,4/25/2024,13:00:00,Delhi,Farmhouse,Non-Veg,S,2,539,48,Cash,4,1078
2775,4/25/2024,14:00:00,Chennai,Margherita,Non-Veg,M,4,307,53,Cash,1,1228
2776,4/25/2024,15:00:00,Pune,Veg Extravaganza,Veg,M,1,459,49,UPI,3,459
2777,4/25/2024,16:00:00,Pune,Veg Extravaganza,Veg,S,4,270,50,UPI,5,1080
2778,4/25/2024,17:00:00,Hyderabad,Farmhouse,Veg,M,2,539,41,UPI,4,1078
2779,4/25/2024,18:00:00,Delhi,Chicken Dominator,Non-Veg,M,2,361,44,UPI,5,722
2780,4/25/2024,19:00:00,Bangalore,Margherita,Veg,M,4,299,23,Cash,5,1196
2781,4/25/2024,20:00:00,Delhi,Veg Extravaganza,Non-Veg,M,3,526,54,UPI,3,1578
2782,4/25/2024,21:00:00,Mumbai,Margherita,Non-Veg,M,4,232,28,UPI,3,928
2783,4/25/2024,22:00:00,Delhi,Veg Extravaganza,Veg,S,1,342,45,Cash,3,342
2784,4/25/2024,23:00:00,Mumbai,Chicken Dominator,Veg,S,2,443,46,UPI,5,886
2785,4/26/2024,0:00:00,Mumbai,Pepper Barbecue,Non-Veg,M,2,423,46,Card,1,846
2786,4/26/2024,1:00:00,Bangalore,Veg Extravaganza,Veg,M,4,413,37,UPI,3,1652
2787,4/26/2024,2:00:00,Chennai,Pepper Barbecue,Veg,M,3,319,49,UPI,4,957
2788,4/26/2024,3:00:00,Hyderabad,Veg Extravaganza,Veg,L,2,367,50,UPI,3,734
2789,4/26/2024,4:00:00,Delhi,Peppy Paneer,Veg,L,4,548,22,Card,3,2192
2790,4/26/2024,5:00:00,Mumbai,Chicken Dominator,Non-Veg,S,3,416,48,Cash,3,1248
2791,4/26/2024,6:00:00,Delhi,Farmhouse,Veg,L,4,588,26,Card,5,2352
2792,4/26/2024,7:00:00,Chennai,Pepper Barbecue,Non-Veg,M,4,554,37,Card,1,2216
2793,4/26/2024,8:00:00,Hyderabad,Farmhouse,Veg,S,4,521,35,Cash,3,2084
2794,4/26/2024,9:00:00,Chennai,Chicken Dominator,Non-Veg,L,2,416,51,UPI,5,832
2795,4/26/2024,10:00:00,Hyderabad,Farmhouse,Veg,L,3,253,57,Cash,4,759
2796,4/26/2024,11:00:00,Pune,Chicken Dominator,Veg,L,1,407,44,UPI,1,407
2797,4/26/2024,12:00:00,Hyderabad,Farmhouse,Veg,S,1,279,51,UPI,5,279
2798,4/26/2024,13:00:00,Bangalore,Pepper Barbecue,Non-Veg,S,2,594,38,UPI,2,1188
2799,4/26/2024,14:00:00,Chennai,Peppy Paneer,Non-Veg,M,2,579,22,UPI,4,1158
2800,4/26/2024,15:00:00,Mumbai,Farmhouse,Veg,M,4,350,54,Wallet,4,1400
2801,4/26/2024,16:00:00,Pune,Pepper Barbecue,Veg,S,4,254,48,UPI,2,1016
2802,4/26/2024,17:00:00,Bangalore,Veg Extravaganza,Veg,L,3,204,30,UPI,5,612
2803,4/26/2024,18:00:00,Delhi,Chicken Dominator,Veg,M,4,234,25,Card,5,936
2804,4/26/2024,19:00:00,Chennai,Margherita,Non-Veg,M,3,548,38,UPI,4,1644
2805,4/26/2024,20:00:00,Mumbai,Margherita,Non-Veg,M,4,318,56,Cash,5,1272
2806,4/26/2024,21:00:00,Hyderabad,Chicken Dominator,Veg,M,4,396,46,Wallet,2,1584
2807,4/26/2024,22:00:00,Mumbai,Peppy Paneer,Non-Veg,S,1,253,24,UPI,5,253
2808,4/26/2024,23:00:00,Delhi,Farmhouse,Veg,L,2,458,45,UPI,4,916
2809,4/27/2024,0:00:00,Pune,Peppy Paneer,Non-Veg,M,3,461,54,UPI,5,1383
2810,4/27/2024,1:00:00,Pune,Margherita,Veg,S,1,542,38,Card,1,542
2811,4/27/2024,2:00:00,Chennai,Pepper Barbecue,Veg,L,4,565,36,UPI,2,2260
2812,4/27/2024,3:00:00,Pune,Chicken Dominator,Veg,L,1,511,54,Card,2,511
2813,4/27/2024,4:00:00,Chennai,Chicken Dominator,Veg,L,3,201,32,Cash,3,603
2814,4/27/2024,5:00:00,Chennai,Peppy Paneer,Non-Veg,L,2,281,33,UPI,5,562
2815,4/27/2024,6:00:00,Chennai,Pepper Barbecue,Non-Veg,M,1,549,49,UPI,2,549
2816,4/27/2024,7:00:00,Hyderabad,Peppy Paneer,Veg,L,3,204,36,UPI,5,612
2817,4/27/2024,8:00:00,Bangalore,Farmhouse,Non-Veg,S,4,373,56,Card,1,1492
2818,4/27/2024,9:00:00,Chennai,Veg Extravaganza,Veg,L,1,338,34,UPI,4,338
2819,4/27/2024,10:00:00,Chennai,Pepper Barbecue,Non-Veg,M,2,392,37,UPI,4,784
2820,4/27/2024,11:00:00,Bangalore,Veg Extravaganza,Veg,S,3,337,33,UPI,3,1011
2821,4/27/2024,12:00:00,Mumbai,Farmhouse,Veg,M,2,496,33,Card,3,992
2822,4/27/2024,13:00:00,Chennai,Veg Extravaganza,Veg,M,4,315,52,UPI,2,1260
2823,4/27/2024,14:00:00,Hyderabad,Margherita,Veg,M,2,243,57,Wallet,2,486
2824,4/27/2024,15:00:00,Pune,Veg Extravaganza,Non-Veg,S,4,545,30,Cash,2,2180
2825,4/27/2024,16:00:00,Pune,Farmhouse,Veg,L,4,488,30,Card,1,1952
2826,4/27/2024,17:00:00,Delhi,Veg Extravaganza,Veg,S,1,418,45,Cash,3,418
2827,4/27/2024,18:00:00,Delhi,Chicken Dominator,Veg,M,4,255,22,Card,3,1020
2828,4/27/2024,19:00:00,Pune,Peppy Paneer,Non-Veg,L,2,441,44,Cash,4,882
2829,4/27/2024,20:00:00,Pune,Margherita,Non-Veg,M,1,595,36,UPI,3,595
2830,4/27/2024,21:00:00,Hyderabad,Chicken Dominator,Veg,M,4,457,41,Card,3,1828
2831,4/27/2024,22:00:00,Bangalore,Chicken Dominator,Veg,S,3,200,48,UPI,1,600
2832,4/27/2024,23:00:00,Delhi,Farmhouse,Non-Veg,M,3,576,45,UPI,2,1728
2833,4/28/2024,0:00:00,Bangalore,Peppy Paneer,Veg,L,4,580,53,UPI,1,2320
2834,4/28/2024,1:00:00,Hyderabad,Peppy Paneer,Veg,L,1,488,45,Card,5,488
2835,4/28/2024,2:00:00,Pune,Pepper Barbecue,Veg,L,1,302,28,Card,4,302
2836,4/28/2024,3:00:00,Chennai,Margherita,Veg,S,1,491,59,Card,4,491
2837,4/28/2024,4:00:00,Bangalore,Farmhouse,Veg,S,2,348,30,Card,4,696
2838,4/28/2024,5:00:00,Pune,Margherita,Non-Veg,S,3,283,26,UPI,2,849
2839,4/28/2024,6:00:00,Pune,Pepper Barbecue,Veg,M,4,225,49,UPI,2,900
2840,4/28/2024,7:00:00,Mumbai,Veg Extravaganza,Non-Veg,S,4,374,21,UPI,2,1496
2841,4/28/2024,8:00:00,Bangalore,Chicken Dominator,Veg,S,3,422,49,UPI,4,1266
2842,4/28/2024,9:00:00,Chennai,Margherita,Non-Veg,M,2,328,23,Card,4,656
2843,4/28/2024,10:00:00,Bangalore,Chicken Dominator,Veg,M,1,341,33,Card,4,341
2844,4/28/2024,11:00:00,Pune,Farmhouse,Veg,M,3,545,32,UPI,5,1635
2845,4/28/2024,12:00:00,Chennai,Veg Extravaganza,Veg,L,4,501,44,Cash,5,2004
2846,4/28/2024,13:00:00,Hyderabad,Farmhouse,Veg,M,2,497,32,Cash,4,994
2847,4/28/2024,14:00:00,Mumbai,Veg Extravaganza,Veg,L,4,334,32,UPI,2,1336
2848,4/28/2024,15:00:00,Pune,Veg Extravaganza,Non-Veg,L,1,254,56,Card,2,254
2849,4/28/2024,16:00:00,Delhi,Chicken Dominator,Veg,M,3,255,25,UPI,5,765
2850,4/28/2024,17:00:00,Delhi,Farmhouse,Non-Veg,S,1,573,45,Card,5,573
2851,4/28/2024,18:00:00,Mumbai,Farmhouse,Non-Veg,S,2,275,33,UPI,4,550
